epoch,train_loss,val_loss,val_roc_auc_score
1,0.555350988548176,0.4136062264442444,0.8300608086153274
2,0.47337493499120076,0.571495771408081,0.842152903495335
3,0.4508005591584187,0.4559091627597809,0.8441373067817852
4,0.4367165519326341,0.47132599353790283,0.845448637608504
5,0.4209407687333285,0.405763179063797,0.848245369725665
6,0.4072650488685159,0.4136098325252533,0.8461623265097712
7,0.3947481303238401,0.4511931538581848,0.8492491760664717
8,0.37818604935618005,0.5079636573791504,0.8465510838787541
9,0.36213875827836056,0.4987392723560333,0.841874390753377
10,0.34644260121619,0.3755297064781189,0.8448161815903079
11,0.3300406503691977,0.5177854299545288,0.8440560738987142
12,0.3052426842205665,0.44814276695251465,0.8438878057837814
13,0.28525807772781336,0.4845907390117645,0.8374878150675393
14,0.27098481840654914,0.4528777599334717,0.8339599870027389
15,0.2500870113571485,0.4713965952396393,0.8398145569326464
16,0.2317400399522454,0.4728882312774658,0.8378939794828947
17,0.20706480058530966,0.5203299522399902,0.8399770226987884
