epoch,train_loss,val_loss,val_roc_auc_score
1,0.5545999601397542,0.41708627343177795,0.8508291780702083
2,0.48597195896100176,0.5550317764282227,0.8651132855946713
3,0.4634893209943387,0.5352060794830322,0.8668503730364038
4,0.4475206554565228,0.41657406091690063,0.8674877216661043
5,0.43044050840121084,0.38344648480415344,0.8678188930129096
6,0.4201157297545797,0.40636134147644043,0.8681625613916695
7,0.4041439547076564,0.4234541356563568,0.8649945637910996
8,0.39384803816590336,0.46399298310279846,0.86354490808433
9,0.3766925158461774,0.3864157795906067,0.8593334083155251
10,0.36113092095918253,0.48079413175582886,0.8623889326285007
11,0.33918821000835486,0.4569720923900604,0.8547282520401405
12,0.32855687344772116,0.35826700925827026,0.8605143778352642
13,0.30546299732806814,0.4190239906311035,0.8567840137967233
14,0.28183036492047064,0.42185139656066895,0.8534723003286718
15,0.2624368486200207,0.4715758264064789,0.846311501018508
16,0.2507326540442437,0.43590912222862244,0.851647733663255
